impressions_7d,clicks_7d,conversions_7d,spend_7d,impressions_30d,clicks_30d,conversions_30d,spend_30d,budget_30d,util_30d,edits_7d,creates_7d,churn
812,29,4,107.57601777538775,3661,134,20,484.8169868117414,698.3338266691749,0.694248178015607,0,0,0
1559,48,4,326.1863747367197,5485,170,17,1147.460305999741,1384.601779014684,0.8287294754281634,4,0,0
107,22,2,77.82260394504145,718,151,19,519.6268997761406,752.6844143080401,0.6903648991507887,1,2,0
1069,21,1,81.17493126927236,7233,142,12,548.7850880640942,747.2474098900966,0.7344088193558386,2,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,1,0
1185,34,3,239.07540419474853,4737,138,12,955.6417908198139,1428.6070057041811,0.6689325944812683,4,0,0
595,28,1,133.32630938576443,3143,150,9,703.761505536992,1041.619372869628,0.6756417208314315,6,2,0
690,36,3,179.1372668903065,3043,159,14,789.9225114819211,1050.4213082911303,0.752005414634058,4,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,1,0
862,34,3,160.72876779536452,3882,154,17,723.7510060449172,871.8298663638923,0.8301516545463601,1,3,0
508,37,4,142.49767581754946,1924,141,16,538.8404234767747,682.3964863987792,0.789629539742218,0,0,0
550,21,1,99.16718376522793,4047,159,12,728.659661197108,855.1477476581937,0.8520862777134466,3,2,0
1341,26,3,166.01807009999456,5610,109,14,694.4163098848297,908.3260440156929,0.7645011551301863,1,2,0
1872,43,4,221.964312009206,7272,170,18,862.0470494993732,1119.28338218561,0.7701776540415218,2,1,0
240,26,2,185.1077750579824,1269,141,13,977.2228145269327,1158.1324718367132,0.8437919135253404,4,0,0
559,23,2,136.98616013555167,3396,145,14,832.0005643080125,1139.1101762744856,0.7303951642580441,2,0,0
1028,16,1,69.78140989002789,10018,156,13,679.4098059226167,779.3629392438736,0.8717502099622161,0,0,0
634,27,2,140.20801587408786,2445,107,11,540.4651645777634,607.8495131377128,0.88914304099363,3,2,1
660,22,2,94.0719002379014,3991,137,14,568.1091178145625,712.3882384717108,0.7974712202342492,2,2,0
286,24,3,103.97781464559829,1671,140,19,606.4193757091722,766.4725876378297,0.7911820794244957,3,0,1
1099,24,1,229.81261277732222,6576,145,11,1374.4672163987348,1687.7041306074493,0.8144005761863174,1,0,1
248,32,2,194.7575993042057,1243,162,15,975.0171706254773,1173.1208479855854,0.8311310572135171,3,2,1
945,32,3,191.70472498621945,3933,136,16,797.1093265049076,984.8379728379348,0.8093811860319892,2,0,0
1765,38,3,168.11481075750802,6939,151,12,660.8997723884823,770.1807014828437,0.8581100138136925,1,1,0
1245,27,2,181.778369866478,6979,155,14,1018.2855302735672,1284.4470078893848,0.7927812700866682,6,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,3,1
1168,32,4,226.8077415547719,4785,135,19,929.018874063299,1105.3204848656978,0.8404972917661792,1,2,0
1277,28,3,193.85720455311613,8015,178,23,1216.294318414924,1670.922346038077,0.7279179198835175,3,2,0
210,19,2,67.64095972202162,1767,161,17,566.866624616299,655.703449810768,0.8645167640644459,2,0,1
3161,42,4,167.10458417329644,11334,154,15,599.0847186524343,743.8022106274385,0.8054355177931953,4,0,0
18,18,3,72.44167991130784,77,77,16,307.7083382093,378.01143522875697,0.8140185971439927,2,1,1
1360,33,2,137.84139740573906,5926,148,12,600.2967847867993,885.3257563510955,0.6780518701511021,1,0,0
479,18,2,97.58954204467808,4290,164,18,873.046187738704,1109.8110474079115,0.7866620086165133,1,1,0
75,39,3,176.4401867308906,285,151,15,669.4126787335315,921.2376094072735,0.7266449739977868,5,0,0
1616,33,3,235.24091974369074,7580,156,15,1103.3253723589528,1479.5439108111332,0.7457199237527696,1,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,1
531,41,4,289.84979055542846,1823,143,14,994.61164890942,1231.6760644722797,0.8075269769373722,3,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,2,1
732,15,1,72.05793562767622,7171,155,13,705.140483327525,860.397539923007,0.819551951985619,2,1,1
886,36,3,109.41246813450056,3200,132,11,394.78357458862587,487.26400487001797,0.8102046747613502,3,0,0
360,17,1,81.9489917271748,3135,149,17,712.5227106408514,810.2092425302021,0.8794304893581744,3,0,0
2730,43,4,190.67271418423064,10105,162,16,705.5712147652874,951.1046209404275,0.7418439562070858,5,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
230,35,2,178.520761566967,1040,158,12,804.0980693262104,1086.863245177647,0.739833712193277,4,1,1
535,16,1,83.3620180537381,4974,153,13,774.641701811582,854.1954806526619,0.9068670103706291,4,2,0
2535,35,4,196.6049942743248,9974,140,17,773.315863793083,1154.4218925532507,0.669872833130988,3,0,0
114,20,1,76.45517592213362,939,165,16,624.933878731193,730.052846337291,0.8560118378642247,0,1,1
550,25,2,138.9713426883397,3020,141,15,763.0017991373288,1040.5312706842044,0.7332809888890842,3,0,1
1402,39,4,179.04017215464341,5321,149,16,679.4971932004661,941.9972825266655,0.7213366809062226,0,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,1,1
276,13,1,77.7793566047485,2734,129,14,768.5058700349525,879.6980748587315,0.873601854998222,2,1,0
1033,23,2,89.32861408169488,5723,131,14,494.60362970804516,574.251085837691,0.8613020365238669,1,2,1
477,17,1,80.29597996253412,4401,157,16,740.8368965308775,888.0624144508985,0.8342171501413529,1,3,1
360,34,3,167.2692623911517,1535,146,15,712.6940018317858,831.9236105785658,0.8566820231681355,6,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
5,5,3,31.352884566884335,23,23,17,135.696078411058,172.1088524164795,0.7884317192627162,5,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,0
865,28,2,126.19879063786117,5062,166,14,737.8035336925718,825.5549870846513,0.8937061070856549,4,1,0
1231,50,5,215.38831006896717,4171,170,17,729.313747398149,1053.4944056266672,0.6922806077592025,3,0,0
21,21,2,128.80024851470026,146,146,20,889.440090070065,1039.0703701359143,0.8559960091574191,1,1,1
293,28,2,128.23536349886976,1384,134,11,604.0124889367629,751.4293402778655,0.8038180791734982,4,2,1
53,29,3,160.2785085701595,297,163,19,889.9873987140196,1004.5837599428563,0.8859265242000773,2,1,1
622,36,2,251.26597522181945,2456,142,10,990.5501243746706,1143.8063194279393,0.866012110223418,0,1,0
1594,39,3,192.6107170005751,5830,143,11,704.3009658898663,962.3013294927576,0.7318923338296884,3,2,1
258,28,3,172.67874768018675,1535,168,19,1026.8261942455704,1413.9764039541903,0.7261975457115458,2,4,1
1600,33,3,222.9527525798215,6897,144,15,960.6749881094104,1316.881010477528,0.7295078146514163,3,0,0
1091,29,2,179.5678445710664,5203,142,14,855.8612015257388,1130.469303539296,0.7570848662995017,4,0,0
732,25,1,128.0117374281443,4703,165,11,822.2277828636729,1217.7274715220906,0.6752149410211914,2,0,0
292,26,2,148.95376320192887,1894,171,17,964.8004267887629,1257.0113659344536,0.7675351655007009,3,1,1
796,29,2,107.96929047731503,3833,140,13,519.7669969610516,665.1805130033913,0.7813923992063816,3,2,0
528,18,1,77.27618922106215,4041,140,14,590.7939578590067,708.3737234530986,0.8340145015248058,1,1,1
524,37,2,164.77704872691643,2000,143,10,628.5314490266356,716.2376090755172,0.8775460001854857,0,4,0
68,15,1,115.35841338426297,606,140,11,1013.6856968243994,1337.3179913670376,0.7579989975220376,1,0,1
448,17,1,74.69191232932265,3771,150,14,628.1123228617099,770.0391177918767,0.8156888505389849,2,2,0
327,21,2,90.66658845120737,1944,129,15,538.2554990872239,704.9058666613802,0.7635849331720613,4,1,0
883,17,2,69.44424336752542,7149,142,17,561.7632208046443,664.2565897942653,0.8457021419669086,1,2,0
346,25,3,144.29724488417733,1776,133,18,739.4549643367912,1061.3178381447,0.6967328143936972,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,8,1,0
620,36,3,221.61847995112623,2541,149,13,906.9270875769582,1114.5793869179777,0.813694473647842,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
355,42,4,152.45641760321107,1419,168,18,608.0945057503567,881.2481855799741,0.6900377393119427,3,2,1
1309,19,2,82.04369797429167,9640,144,16,603.7520011185065,904.6808185198689,0.6673646536535324,1,3,0
1399,42,5,270.4719212510014,4873,148,20,942.0686547448216,1165.4228768648684,0.8083492039208143,0,1,0
820,29,3,141.2168340659676,4599,165,20,791.4557896448272,1109.951703915779,0.7130542588949269,3,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,3,1
1613,34,2,161.18311689540528,5782,123,10,577.6989243469951,806.7276675372246,0.7161015390864086,1,1,0
675,24,2,97.31082429959714,4059,145,18,584.632779645294,691.5449139236944,0.8454010258396649,2,2,0
64,30,3,135.83660744686412,299,142,15,629.6915077388558,906.4357721696491,0.6946896041311599,3,1,0
423,21,1,109.30761527251174,2862,142,7,738.531450332265,936.7459788074017,0.7884009828070045,1,1,1
1021,38,2,210.22824915926063,3937,147,11,810.205948284246,961.3490912310426,0.842780167656629,2,2,0
453,38,5,131.21216408384296,1778,151,20,514.881110188601,678.105824844563,0.759293153552579,2,3,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,2,1
763,36,3,162.69714720469386,3233,156,16,688.4879452526785,1023.669086930683,0.6725688545670608,2,1,1
1299,39,4,173.9267735182802,5397,166,18,722.3631417128371,1010.7915569871071,0.7146509453106275,0,1,0
214,34,3,174.5131520990156,1009,160,18,821.2295390612923,905.2005650877516,0.9072348943813142,2,2,0
1099,32,3,143.97666484029085,4997,147,16,654.0835747146858,754.7351541550981,0.8666398684541353,0,4,0
667,30,2,196.11928824416296,3106,143,12,912.6457332630745,1031.7557579023405,0.884555987473791,1,1,0
421,17,1,110.17875582654631,3621,153,13,946.7734670664122,1079.782408320689,0.8768187551220283,1,2,0
832,40,3,248.86265202637995,3558,172,15,1063.2744665580308,1332.5114286278358,0.7979477276626032,0,2,0
756,29,2,134.56284409237145,3900,154,14,693.7838298944935,857.099688226138,0.8094552354001614,4,0,0
599,26,3,108.36603959794188,3195,143,16,577.3626666065369,661.3549188424648,0.872999731546663,1,1,0
1374,45,3,232.22830625546382,5054,168,13,853.7810281372034,1240.4544531750041,0.6882808360693203,5,2,0
475,16,1,78.66148585792068,4540,155,13,751.6960032256286,1011.9123833097398,0.7428469259038006,2,2,0
1066,23,2,104.25335062873431,7098,158,16,693.8059403371084,984.2239243766328,0.7049269207477726,2,2,0
138,19,1,74.61933677391312,1118,157,14,600.4096918732871,749.6844026919748,0.8008832646341975,2,1,1
634,16,1,80.69616008032179,5930,152,12,753.6892686712531,952.7353887777326,0.791079325433858,4,0,0
184,26,2,124.06052484036545,1187,174,16,799.6919156560697,981.2617529445231,0.8149628916610605,1,0,0
609,43,6,247.2355122047476,2047,146,22,830.4986674075509,1059.1946209898276,0.7840850500462718,4,2,0
291,25,2,142.24781637640953,1893,163,16,923.4122863980011,1241.2064603964543,0.7439634870278178,1,0,0
2005,35,2,218.66571616056322,8616,154,12,939.5231700350985,1218.7444461676769,0.7708943191408294,5,0,0
12,12,1,48.570341573102205,105,105,15,392.773967052596,563.6971583904444,0.6967818822683179,1,1,1
1103,27,2,149.9688110611941,5009,126,11,680.5333467693977,993.6175698352442,0.6849047032071299,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,4,1
290,22,1,86.1931541093103,1833,144,9,544.2603536432038,650.881517235444,0.836189597078892,2,2,1
1046,37,3,170.08748005660385,3881,138,13,630.852891301078,932.4501286918922,0.6765540288852591,2,1,0
2229,45,5,276.28489438177894,7443,152,19,922.4431569804618,1285.9010192379192,0.7173516026351249,3,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
673,28,2,184.93020068502847,4158,174,14,1142.3891108328855,1597.2500348591002,0.7152224673037244,3,3,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
1061,33,4,152.37852927643166,3948,123,16,566.526871085389,638.5054109137543,0.8872702743029882,6,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,0
1485,24,1,135.89484816422785,7796,131,9,713.3469771469714,826.7561556221086,0.8628263270809272,1,2,0
379,27,2,109.95591290122094,2314,165,14,671.1277009062936,851.1709144468589,0.7884758390063552,2,1,0
884,25,2,171.93295209508096,5647,160,14,1097.4084216928825,1276.24489006569,0.859872921125974,4,0,1
1288,37,2,198.97045475975204,4733,139,10,731.0675564090203,1054.061701907052,0.6935718801720455,4,2,0
424,24,2,122.11567156181219,2302,132,11,662.4810973420849,881.9215227448095,0.7511791925433922,4,1,1
884,25,3,107.1077541706919,5270,154,18,638.2479688345352,796.0907286558696,0.8017276748244031,5,0,0
526,34,3,214.12242845074837,2386,157,17,970.1875080144148,1094.2260255608203,0.8866426911361093,6,0,0
933,20,2,112.72348107976578,6485,142,15,783.4531106853055,1047.0164478520987,0.748272018355127,2,4,0
579,23,1,133.12331547081536,3973,162,13,911.936585207829,1045.6394607187801,0.872132909541265,3,2,0
266,26,2,121.00743980144445,1308,132,11,593.0058626545987,828.6010352130043,0.7156711583182583,1,1,1
281,32,2,188.85047224532275,1550,178,16,1038.4699017999922,1475.7739407378733,0.7036781671864777,1,0,0
492,25,2,153.213077843835,3098,163,13,963.6256157520407,1269.6649599396621,0.7589605495593379,2,0,1
566,16,1,70.5389848434684,5111,147,14,636.6895988991749,738.4597925413175,0.8621858702802043,2,0,0
2057,37,3,133.86245633657316,10077,183,16,655.6908044383787,927.6363458070003,0.7068403554929257,3,0,0
408,49,4,276.3031168332118,1552,188,17,1049.2981351557178,1283.4301987588601,0.8175732004517585,2,0,0
1260,35,2,121.3243615554406,4664,131,11,448.8915496016481,533.7605502715238,0.8409979894042321,3,0,0
262,21,1,112.15435202436328,1788,148,8,762.4983351199913,982.2686307744724,0.7762625327032967,1,0,0
125,31,3,145.1855093532357,570,145,16,660.1494598058405,969.7991729227535,0.6807073858562908,2,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
710,26,2,122.249952592626,3908,146,14,672.6447919479876,983.5633360945059,0.6838855895329515,5,1,0
1243,45,4,276.3878350591006,4341,158,16,964.949129576601,1082.1541279612218,0.8916928787164219,0,1,0
2187,39,3,177.47579296760856,7797,141,12,632.4964683448133,716.8784945580646,0.8822924291162193,1,3,0
930,22,2,133.41222626756678,6573,157,19,941.998587794359,1299.4168462400278,0.7249394915266116,1,0,0
712,22,1,156.46968744906545,4692,146,12,1030.8098654001774,1212.4777702176575,0.8501680531554257,1,2,0
82,18,2,73.84285783955002,603,138,19,542.6094949054589,665.5919999903817,0.8152283905354931,2,2,1
494,19,1,103.13924578060669,3555,140,14,740.8850010423272,855.3891796089366,0.8661379155871974,4,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,0
1034,43,4,218.97981768227106,3615,151,15,765.0549128623412,927.3883226240839,0.8249563793272557,0,0,0
243,16,1,84.36632685045058,2202,151,15,764.3300288046769,1065.8860192125117,0.7170842050910587,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,1
945,34,3,173.82202667417744,4440,162,18,816.6550999833502,1210.2600694788553,0.6747765381824143,2,0,0
40,22,1,75.0687268283051,229,128,11,421.4750726949693,585.7538529325141,0.7195429796746524,3,2,1
843,39,3,240.1203621769246,3725,173,16,1060.8857158471365,1461.8241791508065,0.7257273008464119,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
482,19,1,89.69999901123703,3602,146,11,669.1484189338022,972.3987715939741,0.6881419829818601,1,1,0
338,23,2,147.11410786040815,2730,191,18,1185.6183180889198,1444.6706286930382,0.8206841715620138,0,0,0
870,14,1,66.87296508437156,8156,135,15,626.866772133224,764.8015580797348,0.8196463063008949,1,1,0
263,22,1,95.23016712903899,1524,128,10,551.2068489645562,769.7533852436007,0.7160823966888019,1,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,2,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,1,0
988,31,2,119.77281102602346,4924,158,12,596.8883363044713,784.260159604177,0.7610846082067028,3,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,3,1
856,31,3,151.2677277178166,4803,176,18,847.8054994793839,1195.7797648420144,0.7089980315826764,0,1,0
1502,25,1,96.09767411554482,9047,154,11,578.4743404149184,708.5905626024438,0.8163731934141955,1,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,2,1
347,21,2,98.60619410461669,2368,145,18,672.8355225921833,919.5777540217334,0.7316787728384755,3,1,0
111,23,1,111.24455497626509,683,145,9,682.7568591118827,782.067272084884,0.8730155109185769,2,0,0
1599,40,3,221.81655351896825,6035,153,15,836.970089527401,1008.78727235737,0.8296794700547119,4,1,0
761,13,1,83.92986673781964,6574,117,15,724.2722861109918,946.021403331933,0.7655982027045792,0,0,0
180,24,2,115.31242518010886,1095,148,14,698.1466049038199,1005.73632401017,0.6941646515461445,4,1,1
1139,28,2,160.87873312881,6010,150,15,848.2032739512217,995.7531341525843,0.8518208427966115,1,0,0
951,20,1,112.41651840076638,6926,147,14,818.084431911436,934.0582128853804,0.8758388081448456,2,1,0
1228,22,2,131.9150083201382,9033,165,15,970.085703296981,1095.995090290369,0.885118657821697,1,3,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,1,0
367,42,5,174.35459917243668,1463,170,20,694.9046626087193,1010.3092603839175,0.6878138109361241,3,0,0
1203,40,4,183.655510044122,4489,151,18,685.1626278668047,765.2890786552199,0.8952991058892217,5,1,0
2091,50,4,270.2941028575054,7070,171,15,913.6279426486618,1082.5848914265364,0.8439319169185543,4,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,2,1
634,20,2,91.91724629254634,4426,142,17,641.2692135061285,917.2374530639734,0.6991310825392154,4,1,0
1121,39,4,227.58743686328847,4464,156,18,905.5468411902742,1288.5577626434524,0.7027599906212676,4,1,0
1854,32,3,153.62714182523115,8912,158,16,738.1670807930719,1043.7893473107938,0.7071992856555556,2,1,0
261,25,2,131.97074669107172,1579,156,15,797.2331259182372,918.3497188884544,0.868114956122801,5,0,1
1533,23,2,149.86860867765986,10868,163,17,1062.0096701299656,1336.9596985898847,0.7943468088455368,1,1,0
953,23,2,134.9670288269324,6106,150,16,864.6438872130649,1291.6906572076355,0.6693892863499097,0,2,0
758,27,2,103.39040397856743,4083,148,12,556.2877076343384,831.9598785205023,0.6686472773465957,3,3,0
494,19,1,84.5465310239471,3653,141,14,624.2810216425657,837.1437188926731,0.7457274152021708,2,1,0
1421,43,4,269.31933734029064,4854,147,16,919.6645376328797,1272.5471497513784,0.7226958449536094,2,1,0
1152,16,1,85.6015916934553,9482,137,12,704.4372918401039,1042.9299335147527,0.6754406688339042,3,0,0
491,39,2,151.03958007359427,1654,132,9,508.35310421070596,650.6783046049178,0.7812664117015096,2,1,0
1407,41,3,173.92610891871806,5243,155,13,648.0623710290732,748.3489123061687,0.865989594388472,5,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,1,1
583,41,3,246.74133035171764,2353,166,15,995.0721066821266,1476.7287266174308,0.6738354098124857,4,2,0
467,36,3,181.05761447155203,1996,154,15,772.7497164282548,1065.5320126019724,0.725224307941008,1,0,0
666,24,2,183.42229783691621,4673,172,18,1285.7539737610095,1827.4797036478878,0.7035667598356781,3,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
163,33,4,159.98869673903755,809,166,21,789.5821424409386,899.0075902515533,0.8782819533481401,0,1,0
537,28,2,119.97907790676133,2360,126,10,527.2210379394826,615.559417317907,0.8564908977214106,2,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,0,1
439,29,3,157.81546053802566,2259,152,18,810.9840407130162,1052.0692888692442,0.7708466061058159,1,1,0
482,33,2,150.6188645897756,2556,177,14,798.486463050327,882.1754207691235,0.9051334283992718,3,1,0
716,28,2,193.202682542812,3587,145,14,967.6928443275966,1434.2639612676646,0.6746964787934208,0,3,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
1821,29,2,166.59103814220325,8748,142,13,799.8954497446063,1147.456909342607,0.6971028221032515,4,0,0
464,44,5,170.77260789308758,1673,161,19,615.1816161539398,811.661324253751,0.7579289511170728,5,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,2,1
285,38,4,241.68697299330026,1166,158,18,988.3970490670939,1330.6086173636752,0.7428157582696236,1,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,6,0,1
424,38,4,233.7237229542322,1857,167,18,1022.3976695645606,1138.844767730238,0.8977498062376307,2,0,0
339,37,3,206.62383704291938,1575,175,14,958.0556865310831,1376.4565423114545,0.6960304645159667,3,2,0
410,16,1,82.50901202566489,3895,155,12,783.016272146044,935.0730172696269,0.837385164243556,2,2,1
530,43,4,186.87672389118566,1769,145,14,623.0892421243611,783.5646888200456,0.7951982153032684,3,1,0
575,14,1,70.67943401381542,5390,135,18,662.2770811241585,827.2405762622396,0.8005858273013595,4,0,0
810,28,3,147.7269963616358,4529,159,17,825.1540248251088,1204.3288762486914,0.6851567218045482,2,4,0
500,18,2,110.97166956622958,4132,152,17,916.9459125417704,1193.6761233091995,0.768169769534925,3,1,1
1078,15,1,65.81869546616204,9037,134,13,551.3114295150768,705.0564905934139,0.7819393720509731,7,0,1
1112,39,3,185.05575749416914,4301,151,15,715.3146567785566,1020.9052624419403,0.7006670286600046,3,0,0
1569,24,2,122.38365290214104,8474,131,12,660.8718302831293,739.8885522562477,0.8932045620490254,3,1,0
416,35,2,200.4076961042072,1599,136,10,770.1242566453184,873.7705244678513,0.8813804483898606,3,2,0
232,23,2,96.12125548982414,1502,152,17,621.9134206965379,689.5011992345638,0.9019758361362428,4,1,0
1471,23,1,85.8204392551954,9726,154,13,567.2482518953689,780.0769169377787,0.7271696413247596,1,0,0
245,21,1,121.05388334852935,1633,142,12,805.7030515428271,1055.6705669310495,0.7632144693444419,4,2,0
1172,33,2,118.14886633497466,5252,152,12,529.2717345281011,767.6614079982314,0.6894598699552191,3,2,0
88,40,1,254.55413029521011,337,154,7,967.886876073374,1257.6859453118896,0.769577556051444,4,4,1
797,31,2,152.22314934057124,4185,165,11,799.2721939153201,950.1180999367874,0.8412345728057351,3,0,0
1215,26,3,91.06738397649033,6913,150,18,517.870337658833,736.4431482145988,0.703204774074327,2,2,0
592,46,5,209.12275524968388,2009,157,17,709.5740255536514,864.0702529347399,0.821199460511046,1,2,0
549,19,1,106.16307874883334,4451,160,12,860.6597812910779,1268.8509847255523,0.6782985485700951,0,1,0
1684,31,3,139.2796261964269,8539,158,16,705.8332281663135,847.120551452027,0.8332146197568496,2,0,1
600,28,2,142.29182907929783,3305,156,12,783.1246408165982,913.9765753128855,0.856832288670536,3,2,0
128,19,2,114.67200413651287,1076,167,19,958.593087072783,1243.6121829597805,0.770813522260086,2,0,0
947,24,1,119.41600353937304,6169,162,12,777.2451656672056,870.6757347281183,0.8926918882262318,1,0,0
484,14,1,58.399111771972684,4585,136,15,552.5601560006057,615.8650397489091,0.8972098111396077,0,3,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
896,35,4,228.83501948394857,4046,161,19,1032.7892619699408,1224.9332188312167,0.8431392390153218,3,3,0
1784,36,4,244.3893350051352,6784,139,16,929.2239440013126,1025.6236166159993,0.906008723811613,5,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,0,0
2148,34,1,180.31337306727366,8945,143,8,750.771123393056,944.257464267014,0.7950915420889438,1,1,0
1176,40,3,240.22185100121612,4177,144,14,853.0535057933016,984.5849375870703,0.8664092585896005,2,3,0
195,17,2,76.35720218480691,1654,145,18,645.1792022611937,859.2957796839252,0.7508231944284773,2,0,0
998,26,2,86.4700812174333,6011,161,13,520.3095749702608,720.1787551518393,0.7224728183776554,0,1,0
90,32,3,182.2984165929231,374,135,14,753.9059864674073,1033.014792493382,0.7298114140725019,4,2,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,2,0
1875,36,2,134.08123088136105,8238,160,13,589.0557788042454,765.6525848290689,0.769351257314375,1,1,0
99,22,2,126.64399991673675,718,163,18,912.9489465336995,1329.4123342390546,0.6867312142520962,4,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,2,1
1770,47,5,272.59136259790006,6123,163,19,942.5419615655719,1110.5721979079876,0.8486994031914913,1,1,0
99,27,2,157.77628934386183,535,149,13,844.6922129199584,960.6029944158561,0.8793353943619724,3,2,1
1307,23,2,106.2657331418538,9406,167,21,764.704094714511,1129.9053302916884,0.6767859874748094,0,1,0
2021,42,4,210.63864925260168,7049,149,17,734.4994374922592,1026.246378390105,0.7157145232945761,3,2,0
842,18,2,80.86065975685257,6968,149,17,668.7958082114017,819.4007888128198,0.8162010793037916,1,0,0
727,27,1,129.56333574588027,2960,110,6,526.863944984796,641.7955530408797,0.820921775616038,3,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
188,18,1,100.7479483784803,1604,159,16,857.0870027260194,1003.6732734595628,0.8539502100835314,1,1,0
1488,24,2,146.75040609329187,8875,144,15,874.817387853373,1149.524096295305,0.7610257067883492,2,1,0
127,17,1,72.8668302941826,980,134,14,560.5738540039878,776.6209759586197,0.7218113743477571,4,2,1
559,35,3,224.7799728384125,2531,162,14,1017.5656825550176,1280.6645384329956,0.7945606769123924,3,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,0,1
287,16,1,85.63144243551363,2854,162,19,849.0547941777417,1011.3131586774338,0.8395567553853557,2,1,0
264,35,2,117.87061893085456,895,121,9,399.3690281274903,583.3686267033686,0.6845911998804858,0,0,0
712,24,2,79.74752742775203,4195,147,16,469.3324404938371,614.4733650933899,0.7637962313020781,2,1,0
558,24,2,126.36944860219388,3681,162,18,833.3468507703085,1188.5006937469252,0.7011748963671688,0,1,0
103,23,2,134.68458829788202,719,161,20,932.1468720657532,1232.5547754981021,0.756272167854814,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,0,0
373,48,4,321.98019919635254,1247,161,16,1073.8851179938774,1571.7968513939122,0.6832213189901271,3,1,1
1559,22,1,128.58923332124868,9806,141,9,808.6259723698585,1045.6798946134197,0.773301635170868,4,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,3,0
1367,42,5,212.49178975518277,4985,154,19,774.7506947262401,1038.6840885953065,0.745896373337148,3,2,0
2481,30,3,230.5209224522099,10867,135,14,1009.3854330526606,1382.8136942874658,0.7299504171983018,3,2,0
1184,28,3,108.36691328817957,6816,166,21,623.7343755352489,810.445294005152,0.7696193440186523,5,3,0
1674,46,5,258.19325770540365,5989,167,19,923.2210797988226,1319.2038690906518,0.699831998245437,3,1,0
482,40,3,189.38705036966397,1929,162,16,757.7153824588185,889.0522571046373,0.8522731666262885,2,0,0
908,19,2,112.15942307948056,6243,135,16,770.4309992739991,950.5315955360873,0.8105264495069059,3,2,0
301,32,4,205.00838241091103,1317,143,19,896.2201314235285,1231.9008682478675,0.7275099437978498,4,2,0
853,47,5,217.87863329160507,3000,166,18,765.884643273913,918.0466612988159,0.8342545924521634,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,1,1
415,37,2,267.2449821163207,1683,150,12,1083.1805091407941,1609.0585175400324,0.6731765795545999,0,0,1
